id,region,club_name,club_intro,club_info,category_name,club_main_category_id
11,서울,한사랑 산악회,열정 열정 열정 등산하며 운동하자,열정 열정 열정!,운동·액티비티,3
12,서울,오늘의 연애,연애 하고 싶은 사람 모여라,ㅈㄷㄱ쇼ㅕ,연애·소개팅,8
13,서울,주식 천재 모여라,주식으로 떡상 가보자~,ㅈㄷㄱ쇼ㅕ,재테크,9
14,서울,야시장,전국 야시장 돌아다니기,ㅈㄷㄱ쇼ㅕ,지역축제,12
15,세종,05년생 대입반,05년생 스터디 같이하실 분,ㅈㄷㄱ쇼ㅕ,스터디,11
19,서울,여행을 떠나요~,"국내여행, 해외여행 같이 갈사람~","나랑 같이 여행도 다니고, 연애인 싸인회도 가고 푸바오도 보러 갈사람~",운동·액티비티,3
20,서울,서포터,봉사활동 같이 지원할사람,서포터은(는) 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
21,제주,뜨개질 모임,뜨개질 같이 하실 분~,뜨개질 모임은(는) 취미을(를) 함께 즐기고 배우는 모임입니다.,취미,1
22,서울,나가노 마켓,농담곰을 사랑하는 모임. 농.사.모,수정완료?,취미,1
23,서울,위시,엔시티 위시 좋아하는 사람 모여라,문화·예술을(를) 좋아하는 사람들이 모인 위시에 오신 것을 환영합니다.,문화·예술,2
24,울산,반올림 피자,반올림 피자 사랑하는 사람 모여라,반올림 피자는 푸드·드링크에 대한 열정을 가진 사람들이 모이는 곳입니다.,푸드·드링크,4
25,경기,포켓몬고 마스터,포켓몬 고 게임 같이하면서 노실분?,포켓몬고 마스터은(는) 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
26,서울,틴틴팅클링링,틴틴팅클 좋아하는 사람 모여라,틴틴팅클링링은(는) 취미을(를) 함께 즐기고 배우는 모임입니다.,취미,1
27,경남,일본어 마스터즈,일본어 언어 정복하기,일본어 마스터즈은(는) 외국어에 대한 열정을 가진 사람들이 모이는 곳입니다.,외국어,10
28,서울,재즈 러브,재즈를 사랑하는 사람들의 모임,문화·예술을(를) 좋아하는 사람들이 모인 재즈 러브에 오신 것을 환영합니다.,문화·예술,2
29,세종,영어 회화 마스터,영어 회화 마스터 하고 싶은 사람 여기여기 모여라~,None,외국어,10
30,제주,제주 중국어 공부,제주 지역 중국어 공부할 사람 모여라~,제주 중국어 공부은(는) 외국어에 대한 열정을 가진 사람들이 모이는 곳입니다.,외국어,10
31,충청,주식 천재 모임,충청-주식으로 떡상하실 분 모여라,주식 천재 모임은(는) 재테크에 대한 열정을 가진 사람들이 모이는 곳입니다.,재테크,9
32,강원,캠핑대장,"이 모임, 캠핑대장는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",캠핑대장 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
33,충청,탄린이,"이 모임, 탄린이는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",탄린이 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
34,대구,오코노미야끼,오코노미야끼는 외국어을(를) 함께 즐기고 배우는 모임입니다.,오코노미야끼 모임은 외국어에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,외국어,10
35,세종,꼬꼬봉,꼬꼬봉는 기타 관련 다양한 활동을 함께하는 모임입니다.,기타 관련 정보를 교환하고 함께 성장하는 꼬꼬봉 모임입니다.,기타,13
36,대전,아브릴 베이킹,푸드·드링크을(를) 좋아하는 사람들이 모인 아브릴 베이킹에 오신 것을 환영합니다.,푸드·드링크을(를) 좋아하는 사람들과 함께하는 아브릴 베이킹 모임입니다.,푸드·드링크,4
37,강원,재라밸,재라밸는 재테크을(를) 함께 즐기고 배우는 모임입니다.,재테크 관련 정보를 교환하고 함께 성장하는 재라밸 모임입니다.,재테크,9
38,강원,신림 피아노,"이 모임, 신림 피아노는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",신림 피아노 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
39,제주,Riding4U,Riding4U는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,Riding4U 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
40,전라,몸부림,문화·예술을(를) 좋아하는 사람들이 모인 몸부림에 오신 것을 환영합니다.,몸부림 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
41,울산,YBRC,YBRC는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,YBRC 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
42,경남,고전문학 산책모임,"이 모임, 고전문학 산책모임는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",스터디 관련 정보를 교환하고 함께 성장하는 고전문학 산책모임 모임입니다.,스터디,11
43,대구,레저 플레이 그라운드,레저 플레이 그라운드는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 레저 플레이 그라운드 모임입니다.,운동·액티비티,3
44,제주,카페핫플,카페핫플는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,푸드·드링크 관련 정보를 교환하고 함께 성장하는 카페핫플 모임입니다.,푸드·드링크,4
45,광주,직영사,직영사는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,직영사 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
46,인천,WOD,"이 모임, WOD는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 WOD 모임입니다.,운동·액티비티,3
47,대전,직딩들의 여행일기,직딩들의 여행일기는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,여행·동행을(를) 좋아하는 사람들과 함께하는 직딩들의 여행일기 모임입니다.,여행·동행,5
48,경북,미니어쳐 공예 클래스,미니어쳐 공예 클래스는 취미에 관심이 많은 분들을 위한 모임입니다.,취미 관련 정보를 교환하고 함께 성장하는 미니어쳐 공예 클래스 모임입니다.,취미,1
49,강원,여름서가,"이 모임, 여름서가는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",스터디 관련 정보를 교환하고 함께 성장하는 여름서가 모임입니다.,스터디,11
50,인천,네이버 작가와 글쓰기,네이버 작가와 글쓰기는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,네이버 작가와 글쓰기 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
51,대전,라따뚜이,"이 모임, 라따뚜이는 푸드·드링크에 흥미를 가진 분들이 모이는 곳입니다.",라따뚜이 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,푸드·드링크,4
52,제주,순간,순간는 취미에 관심이 많은 분들을 위한 모임입니다.,순간 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,취미,1
53,부산,RMC,"이 모임, RMC는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티을(를) 좋아하는 사람들과 함께하는 RMC 모임입니다.,운동·액티비티,3
54,경남,실바꿈,취미을(를) 좋아하는 사람들이 모인 실바꿈에 오신 것을 환영합니다.,실바꿈 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
55,경기,Byond THE,"이 모임, Byond THE는 재테크에 흥미를 가진 분들이 모이는 곳입니다.",Byond THE 모임은 재테크에 대한 열정을 가진 사람들이 모이는 곳입니다.,재테크,9
56,전라,러닝N메이트,러닝N메이트는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,러닝N메이트 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
57,경북,도란도란,도란도란는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 도란도란 모임입니다.,성장·자기개발,6
58,부산,FREEDOM,FREEDOM는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,동네·또래 관련 정보를 교환하고 함께 성장하는 FREEDOM 모임입니다.,동네·또래,7
59,강원,달리는 밤 달밤,달리는 밤 달밤는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,달리는 밤 달밤 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
60,대구,코드플레이,"이 모임, 코드플레이는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",코드플레이 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
61,부산,와이더테일,와이더테일는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 와이더테일 모임입니다.,여행·동행,5
62,강원,아무튼 책,아무튼 책는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,성장·자기개발 관련 정보를 교환하고 함께 성장하는 아무튼 책 모임입니다.,성장·자기개발,6
63,대구,UMF,운동·액티비티을(를) 좋아하는 사람들이 모인 UMF에 오신 것을 환영합니다.,UMF 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
64,광주,내가뛰려고만듦,"이 모임, 내가뛰려고만듦는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 내가뛰려고만듦 모임입니다.,운동·액티비티,3
65,대전,스텝업,"이 모임, 스텝업는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",스텝업 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
66,대전,루나틱스,"이 모임, 루나틱스는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",루나틱스 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
67,울산,미미,미미는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,미미 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
68,제주,사랑과 용서,여행·동행을(를) 좋아하는 사람들이 모인 사랑과 용서에 오신 것을 환영합니다.,사랑과 용서 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
69,전라,문화살롱,문화살롱는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,문화살롱 모임에서는 동네·또래에 관한 다양한 주제로 활동을 합니다.,동네·또래,7
70,서울,일취월장,취미을(를) 좋아하는 사람들이 모인 일취월장에 오신 것을 환영합니다.,일취월장 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
71,세종,꿀잼기타,문화·예술을(를) 좋아하는 사람들이 모인 꿀잼기타에 오신 것을 환영합니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 꿀잼기타 모임입니다.,문화·예술,2
72,울산,성남 등린이,"이 모임, 성남 등린이는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",동네·또래을(를) 좋아하는 사람들과 함께하는 성남 등린이 모임입니다.,동네·또래,7
73,인천,타임머신,"이 모임, 타임머신는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",스터디 관련 정보를 교환하고 함께 성장하는 타임머신 모임입니다.,스터디,11
74,인천,무지개 캠핑,"이 모임, 무지개 캠핑는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",무지개 캠핑 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
75,서울,우사와_우리가 사랑한 와인,푸드·드링크을(를) 좋아하는 사람들이 모인 우사와_우리가 사랑한 와인에 오신 것을 환영합니다.,우사와_우리가 사랑한 와인 모임은 푸드·드링크에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,푸드·드링크,4
76,제주,FC PRESS,"이 모임, FC PRESS는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티을(를) 좋아하는 사람들과 함께하는 FC PRESS 모임입니다.,운동·액티비티,3
77,인천,웅 fc WOONG F.C,웅 fc WOONG F.C는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 웅 fc WOONG F.C 모임입니다.,운동·액티비티,3
78,대구,카그그,취미을(를) 좋아하는 사람들이 모인 카그그에 오신 것을 환영합니다.,취미을(를) 좋아하는 사람들과 함께하는 카그그 모임입니다.,취미,1
79,광주,다감다화,다감다화는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,동네·또래을(를) 좋아하는 사람들과 함께하는 다감다화 모임입니다.,동네·또래,7
80,경기,SAFE HIKING,"이 모임, SAFE HIKING는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",동네·또래을(를) 좋아하는 사람들과 함께하는 SAFE HIKING 모임입니다.,동네·또래,7
81,광주,오미크런,오미크런는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,오미크런 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
82,울산,마라톤챌린저,운동·액티비티을(를) 좋아하는 사람들이 모인 마라톤챌린저에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 마라톤챌린저 모임입니다.,운동·액티비티,3
83,세종,우이천 러닝 크루 WERC,우이천 러닝 크루 WERC는 동네·또래에 관심이 많은 분들을 위한 모임입니다.,동네·또래을(를) 좋아하는 사람들과 함께하는 우이천 러닝 크루 WERC 모임입니다.,동네·또래,7
84,인천,엔인독,"이 모임, 엔인독는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",엔인독 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
85,인천,열정청년,"이 모임, 열정청년는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",열정청년 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
86,서울,지붕뚫고 하이킹,지붕뚫고 하이킹는 동네·또래에 관심이 많은 분들을 위한 모임입니다.,동네·또래을(를) 좋아하는 사람들과 함께하는 지붕뚫고 하이킹 모임입니다.,동네·또래,7
87,인천,NOEXCUSES_053,NOEXCUSES_053는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,NOEXCUSES_053 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
88,대전,호수런,호수런는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,호수런 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
89,경남,Routine Cycling Club,"이 모임, Routine Cycling Club는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",Routine Cycling Club 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
90,부산,목성의 봄,목성의 봄는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 목성의 봄 모임입니다.,성장·자기개발,6
91,경기,데일리커피,데일리커피는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,데일리커피 모임은 푸드·드링크에 대한 열정을 가진 사람들이 모이는 곳입니다.,푸드·드링크,4
92,세종,함끼:함께,함끼:함께는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,함끼:함께 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,푸드·드링크,4
93,경기,요솊하우스,푸드·드링크을(를) 좋아하는 사람들이 모인 요솊하우스에 오신 것을 환영합니다.,요솊하우스 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,푸드·드링크,4
94,강원,베이스먼트 코드,베이스먼트 코드는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,베이스먼트 코드 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
95,경남,아우름,아우름는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 아우름 모임입니다.,문화·예술,2
96,세종,온앤온,문화·예술을(를) 좋아하는 사람들이 모인 온앤온에 오신 것을 환영합니다.,온앤온 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
97,충청,댄스픽,"이 모임, 댄스픽는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",댄스픽 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
98,경기,Let's Chill and Art,문화·예술을(를) 좋아하는 사람들이 모인 Let's Chill and Art에 오신 것을 환영합니다.,Let's Chill and Art 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
99,전라,CoCo아트컬렉터,"이 모임, CoCo아트컬렉터는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",CoCo아트컬렉터 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
100,서울,솔 아동교육 지원단,솔 아동교육 지원단는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,성장·자기개발 관련 정보를 교환하고 함께 성장하는 솔 아동교육 지원단 모임입니다.,성장·자기개발,6
101,대구,Ayuda,"이 모임, Ayuda는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",Ayuda 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,성장·자기개발,6
102,인천,GGRC,운동·액티비티을(를) 좋아하는 사람들이 모인 GGRC에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 GGRC 모임입니다.,운동·액티비티,3
103,경기,마이턴,"이 모임, 마이턴는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",마이턴 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
104,대구,Feelton 필턴,"이 모임, Feelton 필턴는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 Feelton 필턴 모임입니다.,운동·액티비티,3
105,울산,오르밍,오르밍는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 오르밍 모임입니다.,운동·액티비티,3
106,경북,잇기,잇기는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,잇기 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
107,서울,포텐셜,스터디을(를) 좋아하는 사람들이 모인 포텐셜에 오신 것을 환영합니다.,스터디을(를) 좋아하는 사람들과 함께하는 포텐셜 모임입니다.,스터디,11
108,부산,북적북적,"이 모임, 북적북적는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",북적북적 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
109,서울,2030 직장인 훈남훈녀,"이 모임, 2030 직장인 훈남훈녀는 연애·소개팅에 흥미를 가진 분들이 모이는 곳입니다.",2030 직장인 훈남훈녀 모임에서는 연애·소개팅에 관한 다양한 주제로 활동을 합니다.,연애·소개팅,8
110,제주,굿's매싱,운동·액티비티을(를) 좋아하는 사람들이 모인 굿's매싱에 오신 것을 환영합니다.,굿's매싱 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
111,대전,어디까지다이노,"이 모임, 어디까지다이노는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",어디까지다이노 모임에서는 동네·또래에 관한 다양한 주제로 활동을 합니다.,동네·또래,7
112,세종,성큼성큼,동네·또래을(를) 좋아하는 사람들이 모인 성큼성큼에 오신 것을 환영합니다.,동네·또래 관련 정보를 교환하고 함께 성장하는 성큼성큼 모임입니다.,동네·또래,7
113,세종,클라밍고,"이 모임, 클라밍고는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",클라밍고 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
114,제주,ON&OFF,ON&OFF는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,ON&OFF 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
115,울산,BARA FC,BARA FC는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,BARA FC 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
116,서울,클라이밍 하우스,"이 모임, 클라이밍 하우스는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 클라이밍 하우스 모임입니다.,운동·액티비티,3
117,전라,책생각,책생각는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 책생각 모임입니다.,성장·자기개발,6
118,전라,부기 On&On,부기 On&On는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,부기 On&On 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,성장·자기개발,6
119,서울,다공,다공는 스터디에 관심이 많은 분들을 위한 모임입니다.,다공 모임은 스터디에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,스터디,11
120,인천,꾸독 꾸독,꾸독 꾸독는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 꾸독 꾸독 모임입니다.,성장·자기개발,6
121,대전,문수대통,문수대통는 연애·소개팅을(를) 함께 즐기고 배우는 모임입니다.,연애·소개팅 관련 정보를 교환하고 함께 성장하는 문수대통 모임입니다.,연애·소개팅,8
122,광주,S.T.Y.L.E crew,S.T.Y.L.E crew는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,S.T.Y.L.E crew 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
123,경남,Arles,Arles는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,Arles 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
124,전라,ARTN Mate,ARTN Mate는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 ARTN Mate 모임입니다.,문화·예술,2
125,세종,Pop & Movie 영어수다,외국어을(를) 좋아하는 사람들이 모인 Pop & Movie 영어수다에 오신 것을 환영합니다.,Pop & Movie 영어수다 모임은 외국어에 대한 열정을 가진 사람들이 모이는 곳입니다.,외국어,10
126,부산,넷플랭,넷플랭는 외국어 관련 다양한 활동을 함께하는 모임입니다.,외국어 관련 정보를 교환하고 함께 성장하는 넷플랭 모임입니다.,외국어,10
127,대구,디사모,디사모는 동네·또래 관련 다양한 활동을 함께하는 모임입니다.,디사모 모임은 동네·또래에 대한 열정을 가진 사람들이 모이는 곳입니다.,동네·또래,7
128,서울,레미콘,취미을(를) 좋아하는 사람들이 모인 레미콘에 오신 것을 환영합니다.,취미 관련 정보를 교환하고 함께 성장하는 레미콘 모임입니다.,취미,1
129,인천,디지털노마드,디지털노마드는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,디지털노마드 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
130,경북,유크모,유크모는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,유크모 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
131,강원,마케터의 도구들,마케터의 도구들는 취미 관련 다양한 활동을 함께하는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 마케터의 도구들 모임입니다.,취미,1
132,강원,번쩍아이디어마토클럽,취미을(를) 좋아하는 사람들이 모인 번쩍아이디어마토클럽에 오신 것을 환영합니다.,취미 관련 정보를 교환하고 함께 성장하는 번쩍아이디어마토클럽 모임입니다.,취미,1
